type	typeName	facet	quality_score	quality_max	quality_level	title	content
C	Constraint		4	5	strong	D0020's dial-tone-vs-application test is the gating question for whether P0001 promotes as platform-shipped (option b) or third-party VAS pattern (option a)	The default per D0020 is application — third party builds it, AMS documents the pattern, ecosystem fills in. The exception threshold is "foundational components without which the ecosystem cannot form" (TLS-to-HTTPS analogy). The case for crossing the threshold: regulated and enterprise tiers cannot adopt a substrate without a credible first-party zero-trust story; a third-party-only answer is read as "the platform doesn't take security seriously"; AMS forfeits the high-margin segment to a competitor that ships platform-level encryption. The case against: every "AMS should ship it" temptation strengthens lock-in and crowds out ecosystem; the platform's value is the substrate, not the products on top. Operator decides at promotion. Quality 4/5 (not 5/5) because the answer is genuinely unresolved.
H	Handoff		5	5	strong	P0001 and proposals-governance are staged on branch claude/proposals-track-and-P0001-encryption-3K7m; PR not yet opened pending operator review	Three files staged at /home/claude/agent-messaging-service on branch claude/proposals-track-and-P0001-encryption-3K7m: docs/proposals-governance.md (status: active, governs the proposals lifecycle), canon/proposals/P0001-stream-encryption-as-pre-syndication-wrapper.md (status: proposed), journal/2026-05-04-stream-encryption-proposal-exploration.tsv (this file). Next step is operator review of (i) the governance shape — whether the proposals track is structured the way the project wants, (ii) the proposal's frontmatter and section coverage, (iii) any edits before opening the PR. PR title convention per the new governance: "canon: open P0001 — stream encryption as a pre-syndication wrapper primitive". Standard PR-independence rule applies — this PR contains the governance + P0001 + journal only, no code or unrelated canon edits.
H	Handoff	open	3	5	adequate	The PAT and Anthropic API key embedded in project instructions remain unrotated; this is a pre-existing security hygiene item unchanged by this work	Per project memory and prior session journals, both the GitHub PAT (klappy/klappy.dev + klappy/oddkit, scoped to contents + PRs) and the ANTHROPIC_API_KEY embedded in the project instructions have been flagged as needing rotation across multiple sessions. P0001's work used the existing PAT to clone and stage. No rotation occurred in this session. Standing open item — independent of the encryption proposal but worth re-flagging because the proposal's framing centers on key hygiene and the pre-existing condition is the strongest possible argument for the discipline P0001 codifies.
O	Observation	correction	5	5	strong	Operator clarified tokens are arbitrary opaque entities, not LLM tokens specifically — Claude's "1:1 LLM-token to wire-token" framing in P0001 v1 was over-specified	D0001 fixes the granularity (the wire moves at token shape, not message shape) and the opacity (broker MUST NOT inspect payload per PROTOCOL.md §7) but does NOT fix what one token *means*. The wire-token is whatever the producer chose to emit as one frame — LLM subword token, single character, JSON fragment, binary chunk. Claude's earlier P0001 draft repeatedly framed the cardinality property as "1:1 LLM-token to wire-token" which over-specified what AMS actually commits to. Correction: the cardinality property is "1 plaintext token frame in → 1 ciphertext token frame out" agnostic to producer-defined token semantics. P0001's Cardinality section rewritten to make the tokens-as-arbitrary-entities discipline explicit and to generalize the property to "any future content-transformation primitive must preserve 1:1 frame cardinality."
O	Observation	correction	5	5	strong	Operator upgraded key rotation from operational concern to primitive-level mandatory property — driven by the patient-adversary and training-corpus exfiltration threat models	Claude's P0001 v1 placed forward secrecy in the "not provided by this primitive alone... operational concern... out of v1 scope" bucket. Operator corrected: rotation is mandatory at the primitive level. The reasoning the operator surfaced and Claude fully integrated: AMS streams are exactly the high-value training data future model trainers want (agent reasoning, tool calls, multi-agent negotiation, sensitive workflow content). Without rotation, a single later key compromise retroactively unlocks the entire historical ciphertext corpus. Once that meaning enters a future model's weights via training, it cannot be revoked or unlearned — the damage is permanent and propagates through every derivative model. Mandatory rotation bounds the corpus a single key compromise can unlock. This makes rotation a primitive-level commitment, not deployment guidance. P0001 substantially restructured: new Threat Model section names the patient adversary and training-corpus exfiltration explicitly; new Mandatory Rotation section specifies triggers (1 hour OR 10000 frames OR explicit producer event), mechanism (set_metadata announcement, no new wire feature), and the buffer composition (encryption composes ON TOP of D0016 via configuration discipline — rotation cadence ≤ buffer TTL means the buffer never holds frames whose keys have retired; D0016's exactly-four-property primitive shape is NOT modified).
L	Learning		5	5	strong	Without mandatory rotation, AMS would be structurally a training-corpus harvester for whoever eventually compromises a key — this generalizes beyond encryption	The training-exfiltration threat applies to any system that durably stores high-value structured signal under static keys. The compartmentalization principle (key lifetime bounds corpus exposure to that key's active window) generalizes to any primitive AMS adds that touches durable storage of valuable content. Worth promoting to a tier-2 principle if a second primitive proposal lands with the same property: "compartmentalization of compromise — any durable-storage primitive must bound the corpus a single credential compromise unlocks." Filed as a horizon-shaped observation, not encoded as constraint yet — needs a second instance before crystallizing.
L	Learning		5	5	strong	Buffer-cannot-outlive-its-key is achieved by composition discipline, NOT by extending D0016's primitive — the encryption layer composes ON TOP of D0016 via deployment configuration	Initial P0001 v2 framing claimed key-version became a third eviction bound on D0016 and called this "a friendly extension, not a break." The oddkit_challenge gauntlet (run before PR) flagged this for verification, and a fetch of D0016 §"The Primitive's Shape" confirmed the framing was wrong. D0016 explicitly says: "A buffering primitive has exactly four properties... All other behavior is opaque." Adding a third eviction bound modifies the primitive's shape, which would amend a tier-1 irreversible decision — the opposite of "friendly." Corrected framing: encryption composes ON TOP of D0016 without modifying it. Recommended deployment configures rotation cadence ≤ buffer TTL so frames whose keys retire have already been evicted by TTL; D0016's primitive shape is unchanged. Permitted-but-not-recommended deployments (rotation > TTL) leave consumer-side decryption-failure as the visible degradation, with the buffer remaining pure. Encryption is a wrapper-layer concern; buffering is a primitive concern; the two compose at the configuration layer without entangling at the primitive layer. The "third eviction bound" framing was vodka-violating; this corrected framing is the actual vodka answer.
O	Observation	gauntlet	5	5	strong	oddkit gauntlet (3 challenges + audit + manual URI check) caught the D0016-extension framing error; P0001 v3 corrects it	Three challenges run with mode=canon-tier-1 against load-bearing P0001 claims: (1) mandatory rotation as primitive-level — no hard tensions; gauntlet flagged missing reversibility statement and missing explicit rejected-alternative, both since added to the Mandatory Rotation section; (2) D0016 extension as friendly — gauntlet surfaced a canon MUST in P0006 (vodka boundary enumeration) which on inspection is itself status:proposed and scoped to MCP server specs (not P0001's category, so non-blocking near-miss), but the same challenge prompted a fetch of D0016 itself which revealed the genuine "exactly four properties / all other behavior is opaque" constraint; the "third eviction bound / friendly extension" framing was wrong and is now corrected to "composes ON TOP of D0016 via configuration discipline"; (3) pre-syndication-as-canonical — no hard tensions, P0001 already engages security-as-subscriber-pattern and D0020 explicitly. oddkit_audit on the new files returned 0 findings 0 files scanned because the branch is not yet pushed to GitHub (audit reads from GitHub state); manual python URI extraction over the 3 new files found 15/15 real ams:// URIs resolving (the 1 "miss" was a PNNNN- template placeholder in the governance doc, false positive). P0006 acknowledgment: spirit honored by P0001's existing "What This Proposes / Does Not Propose" sections even though the letter doesn't apply to a wrapper-primitive proposal.
H	Handoff	open	3	5	adequate	The PAT and Anthropic API key embedded in project instructions remain unrotated; this is a pre-existing security hygiene item unchanged by this work	Per project memory and prior session journals, both the GitHub PAT (klappy/klappy.dev + klappy/oddkit, scoped to contents + PRs) and the ANTHROPIC_API_KEY embedded in the project instructions have been flagged as needing rotation across multiple sessions. P0001's work used the existing PAT to clone and stage. No rotation occurred in this session. Standing open item — independent of the encryption proposal but worth re-flagging because the proposal's framing centers on key hygiene and the pre-existing condition is the strongest possible argument for the discipline P0001 codifies.
D	Decision		5	5	strong	P0001 substantially upgraded — Threat Model + Mandatory Rotation sections added, frame format gains key_version byte, forward-secrecy bullet rewritten, tokens-as-arbitrary-entities clarification integrated throughout	Edits applied as 9 str_replace operations against canon/proposals/P0001-stream-encryption-as-pre-syndication-wrapper.md on branch claude/proposals-track-and-P0001-encryption-3K7m: (1) frontmatter derives_from extended to capture both corrections; (2) Description blurb mentions mandatory rotation as primitive-level property; (3) Outline gains Threat Model and Mandatory Rotation sections; (4) Threat Model section inserted between The Layering and Cardinality, naming patient adversary and training-corpus exfiltration in scope, traffic analysis and endpoint compromise out of scope; (5) Cardinality section rewritten with tokens-as-arbitrary-entities discipline and the generalized cardinality constraint for future primitives; (6) v1 Symmetric Primitive frame format updated to key_version || nonce || ciphertext || auth_tag (29 bytes overhead, AAD includes key_version), nonce discipline scoped to (stream, key_version), forward-secrecy bullet rewritten; (7) Mandatory Rotation section inserted with triggers (time + volume + event), set_metadata-based mechanism per PROTOCOL.md §4.4, and buffer composition framed as "compose ON TOP of D0016 via configuration discipline (rotation cadence ≤ buffer TTL)" — this corrected framing replaced the gauntlet-flagged false claim that key-version became a third eviction bound on D0016, which would have modified D0016's exactly-four-property primitive shape; (8) What This Proposes adds mandatory rotation, named threat model, tokens-as-arbitrary-entities discipline; (9) What This Does Not Propose forward-secrecy bullet replaced with per-frame-forward-secrecy-still-deferred. Status remains: proposed; the dial-tone-vs-application open question is unchanged.
H	Handoff		5	5	strong	P0001 v3 staged on branch claude/proposals-track-and-P0001-encryption-3K7m post-gauntlet; ready for operator go/no-go on PR open	Three files at /home/claude/agent-messaging-service: docs/proposals-governance.md (unchanged from v1), canon/proposals/P0001-stream-encryption-as-pre-syndication-wrapper.md (v3 — gauntlet corrections applied: D0016-extension framing replaced with composes-on-top, reversibility statement added, operational-only-rotation rejection made explicit), journal/2026-05-04-stream-encryption-proposal-exploration.tsv (this file, with corrected L + new gauntlet O + restored open H about PAT/key rotation). All three copied to /mnt/user-data/outputs/ for operator visibility. Gauntlet outcome summary: 3 challenges run at canon-tier-1 mode; 1 real correction integrated (D0016 framing); 1 near-miss acknowledged non-blocking (P0006 vodka-boundary-enumeration scopes to MCP server specs and is itself proposed, P0001 has functionally adjacent sections); audit returned 0 findings 0 files scanned (branch unpushed); manual URI integrity check 15/15 ams:// URIs resolve. PR title convention per the new governance: "canon: open P0001 — stream encryption as a pre-syndication wrapper primitive". Single-purpose PR (governance + P0001 + journal only, no code or unrelated canon edits) per house PR-independence rule. Nothing committed, nothing pushed.
