type	typeName	facet	quality_score	quality_max	quality_level	title	content
H	Handoff		4	4	strong	Five artifacts produced for operator review; spec-for-next-version drafting remains	Files added: canon/decisions/D0013-state-totals-via-snapshot-worker.md (Tier 2, 191 lines after door-type addition), canon/principles/wire-layer-latency-vocabulary.md (Tier 2, 156 lines), canon/principles/token-count-derivation-on-subscribers.md (Tier 2, 167 lines), docs/observability-dashboard.md (service docs, 277 lines). Files amended: canon/constraints/observability-payload-boundary.md §"Hashing and Pseudonymization" + frontmatter (amendments field added; complements expanded). Total: ~960 new lines + ~10 amended. Per the user's sequencing ("docs first, spec for next version, then build"), next session drafts the v1.next observability spec referencing these canon URIs. Build follows spec acceptance.
H	Handoff		3	3	strong	Long-form spec docs not modified in this pass per AMS canon-additions discipline	Following the discipline established in 2026-05-01-ams-observability-canon.tsv H row: canon overlay extracts load-bearing constraints without rewriting long-form docs. SPEC.md §5 deferred-items entry "DOLCHE journal observability subscriber" (line 108) and §12 horizon entry "Observability subscriber" (line 216) remain unchanged. ARCHITECTURE.md §8 staging unchanged. The new canon URIs are now addressable references those long-form sections should point at when the operator opens them; that update is not in this pass.
D	Decision		4	4	strong	v1.2 spec authored as a separate draft file (SPEC-v1.2-OBSERVABILITY-DRAFT.md) rather than in-place edit to SPEC.md	Two reasons drove the file split. First, Day 3 PR #21 is in review against main on related code paths (worker/src/{conversation,index}.ts) and editing SPEC.md in parallel would have created either merge conflict or false drift; the canon files added in this gap-fill don't conflict with PR #21 but SPEC.md is the lock and editing it without an explicit accept gate would have collapsed the operator's "docs first → spec → build" sequencing. Second, the operating contract pattern (canon/principles/contract-governs-handoff-drift) treats spec edits as commitments; a draft file held in /SPEC-v1.2-OBSERVABILITY-DRAFT.md keeps the lock unchanged while the operator reviews. On accept, §14 "Diff Against v1.1.1" of the draft enumerates exactly the SPEC.md edits needed; the draft moves to journal/ at that time.
C	Constraint		4	4	strong	Forward-compatibility check against HORIZON.md per SPEC §14 — pass	HORIZON.md grep for telemetry/observability/metric/audit/cost confirmed v1.2 observability is the first shipping instance of HORIZON §4 (Governance and Oversight): fact-checker subscriber (§4.1), cost monitor (§4.3), audit logger (§4.5) are all explicitly anticipated as polymorphic-subscriber patterns. v1.2 enables that whole class by establishing the polymorphic-observability-subscriber pattern in production. Forecloses no catalog entry. The forward-compat check is recorded in the spec draft §14 "Forward-compat check (per SPEC §14)".
L	Learning		3	3	strong	The spec's smoke test §3.1 needs 7 items (vs v1's 5) because observability has more wire-invisible verification surfaces	v1 PoC §3.1 had 5 smoke items because the wire was the entire surface — connect, send, receive, MCP wrap. v1.2 adds three layers (hook, snapshot, subscriber) plus two metric vocabularies (TTFF/TTFT, token-count) plus secret provisioning. Each acceptance criterion needed an explicit falsifiable verification because the dashboard reading the wrong number from a missing layer would still show a number — failure is silent unless the smoke test asks for a specific row to exist. The 7 items map 1:1 to the v1.2 layers: secret bound, hook-layer write, hook-layer write on failure, snapshot worker writes 4 metrics, observability subscriber connects + emits, TTFF measured + labeled, token-count derivation produces non-zero. Future minor-bumps that add layers should follow the same pattern: one smoke item per layer of new infrastructure, written as a falsifiable SQL or curl assertion.
H	Handoff		4	4	strong	Spec draft staged at SPEC-v1.2-OBSERVABILITY-DRAFT.md awaiting operator review	On accept, the §14 diff drives the SPEC.md update: title to v1.2; §4 Scope IN gets 7 new items; §5 Scope OUT loses the "DOLCHE journal observability subscriber" row (re-entry signal fired) and gains the v1.2-deferred items; §6 architecture diagram updated; §7-12 add v1.2-specific rows; §13 references add the new canon URIs and dashboard doc; §14 revisions table gets the new row drafted in the file. Pre-build checklist at the end of the spec drives the next phase: HMAC secret provision, AE binding, 8 hook call sites, snapshot Cron, reference observability subscriber Worker, capabilities convention amendment, smoke + DoD evidence, deeper docs alignment per release-validation-gate.
D	Decision		5	5	strong	D0014 supersedes D0013 — Tail Worker for hook layer + activity-stream-derived state totals; no scheduled jobs anywhere	Operator pre-execution challenge during spec-draft review surfaced two distinct brittleness sources in D0013's design: (1) inline writeDataPoint() in the AMS Worker required every new handler to remember the call (forgotten = silent invisibility); (2) per-minute Cron snapshot worker depended on best-effort Cron Trigger reliability (missed runs = silent gaps in headline numbers). Verified current CF service shapes (Tail Workers + AE pattern is CF's documented recommendation; Pipelines is open beta but sinks to R2/Iceberg, not AE). Authored ams://canon/decisions/D0014-tail-worker-and-activity-stream-derived-totals which: (a) replaces inline hooks with a Tail Worker bound via tail_consumers — AMS Worker becomes 100% telemetry-free, removability proof becomes trivial; (b) replaces Cron snapshot worker with activity-stream-derived totals via AE's uniqExact() and SUM() — zero polling, single SQL surface, recovery automatic when activity resumes. Fidelity gap on do_evicted explicitly named and accepted for v1.2 with three remediation options enumerated for v1.next. D0013 marked superseded with header note + frontmatter status update; documents value as record of rejected per-request-hook alternative.
L	Learning		4	4	strong	The spec was the right place to surface this — pre-execution challenge before code lands is much cheaper than post-build redesign	The user's challenge ("could all of this be simplified using other CF services?") arrived after the spec was drafted but before code started. Mode contract handled this correctly: reverted to planning, surfaced the alternatives with honest tradeoffs, asked one load-bearing question (DO health fidelity), then re-executed on accept. The cost was ~30 minutes of revision; the saved cost is ~2-3 days of building the wrong thing followed by either tolerating brittleness or refactoring under production pressure. The pattern: when a draft spec presents a fragile architecture, hold execution and re-challenge. The contract anticipates this — gates between modes exist precisely to make this cheap.
L	Learning		3	3	strong	Tail Worker + activity-stream-derived totals is more vodka than the inline-hook + Cron-snapshot pattern by every test	Vodka-architecture four-question test (per ams://canon/principles/vodka-architecture-applied) applied to D0014 vs D0013: (1) Has the broker grown thicker? D0013 added 8 inline call sites; D0014 removes them entirely (broker thins). (2) Has it acquired domain opinions? Neither does, but D0014's removal of telemetry from the hot path is more honest. (3) Can it be removed without consequence? D0013 removability requires source edits; D0014 removability is a single config-line unbind (tail_consumers). (4) Is it maintainable by one person indefinitely? D0013 has two scheduled-job classes to monitor (Cron reliability, hook coverage); D0014 has zero scheduled jobs and uniform observability across all events. D0014 wins on every axis except do_evicted fidelity, which is a v1.next decision.
C	Constraint		4	4	strong	The fidelity gap on do_evicted is the only honest cost of the simpler design — explicitly named, not papered over	D0014 §"The Honest Fidelity Gap (DO Eviction)" names the cost without minimizing it: silently-evicted DOs cause streams_live to overcount until clients reconnect. Three remediation options enumerated as v1.next (hourly probe, DO-alarm heartbeats, orphan-correction worker). Operator chose option 1 (drop snapshot entirely) over option 2 (hourly probe) — preferring maximum vodka over partial fidelity protection. Re-entry signals named in the canon. Dashboard footer discloses the gap so operators don't misread streams_live as exact.
H	Handoff		4	4	strong	Spec revision complete: D0013 superseded, D0014 added, SPEC-v1.2 draft updated, dashboard SQL recipes updated, journal updated	Files in this revision: D0013-state-totals-via-snapshot-worker.md (frontmatter + body header updated to mark superseded); D0014-tail-worker-and-activity-stream-derived-totals.md (new, ~200 lines, Tier 2 decision); SPEC-v1.2-OBSERVABILITY-DRAFT.md (substantive edits to §§1-2, §3.1 smoke test, §3.2 demo gate, §3.3 DoD, §4 Scope IN, §5 Scope OUT, §6 Architecture diagram, §7 Alternatives, §8 Risks, §9 Reversibility, §10 Disconfirmers, §11 Open Decisions, §12 Horizon, §13 References, §14 Diff + revisions row + pre-build checklist); docs/observability-dashboard.md (Headline Numbers section, State-Total Trends section, Activity-stream liveness, Honesty Footers, See Also). All ams:// URIs verified to resolve against the current overlay; D0014 added to the file inventory.
